"TRUTH
난이도 :  2~6 시간 : 80분",도어이스케이프 이수역점,http://blue.doorescape.co.kr/upload/theme/theme04711_0.png,스릴러 / 스토리, 2~6,"""사라져버린 나의 기억을 찾습니다.
진실을 마주할 준비가 되었습니까?"""
"이방인
난이도 :  2~6 시간 : 120분",도어이스케이프 이수역점,http://blue.doorescape.co.kr/upload/theme/theme06441_0.jpg,추리 , 2~6,"""Loading...80%
분 시험이 끝난 기념으로 술을 마시고 있었는데...여긴 어디지!? """
"갓이즈
난이도 : 인원 : 2명~6명 시간 : 100분",도어이스케이프 홍대점,http://hongdae.doorescape.co.kr/upload/theme/theme12551_0.jpg, 코믹, 2~6,""" 내가 바로 갓...""
[분리구간이 있으며, 밀어내기 형식의 테마입니다.]
[테마 플레이중 난이도(EASY/HARD)를 선택하는 구간이 있습니다.]"
"LUCKY
난이도 :  2~6 시간 : 75분",도어이스케이프 레드신논현점,http://red.doorescape.co.kr/upload/theme/theme39687_0.png,코믹, 2~6,"""오늘까지가 수도세,전기세 납부일인데 또 밀리게 생겼네..
난 언제쯤 부자가 될 수 있을까? 행운의 여신이 있다면 딱 한번만.."""
"비
난이도 :  2~6 시간 : 77분",도어이스케이프 레드신논현점,http://red.doorescape.co.kr/upload/theme/theme51247_0.jpg,게임, 2~6,"게임에 접속중입니다.
""Loading...70%"""
"유전
난이도 :  2~6 시간 : 75분",도어이스케이프 레드신논현점,http://red.doorescape.co.kr/upload/theme/theme73755_0.jpg,?, 2~6,당신은 어떤 방탈출을 하셨습니까?
"TRUTH
난이도 :  2~6 시간 : 80분",도어이스케이프 블루신논현점,http://blue.doorescape.co.kr/upload/theme/theme04711_0.png, 스릴러 / 스토리, 2~6,"""사라져버린 나의 기억을 찾습니다.
진실을 마주할 준비가 되었습니까?"""
"이방인
난이도 :  2~6 시간 : 120분",도어이스케이프 블루신논현점,http://blue.doorescape.co.kr/upload/theme/theme06441_0.jpg, 아케이드성 추리, 2~6,"""Loading...80%
분 시험이 끝난 기념으로 술을 마시고 있었는데...여긴 어디지!? """
광야 (70분),룸즈에이 강남점,http://roomsa.co.kr/upload_file/thema/maintheme(20).jpg,역사/작전,-,"1945년 8월 어느 스산한 경성의 밤, 한국광복군 소위인 당신은 접선 장소로 천천히 발걸음을 옮긴다."
왕자님이 찾으십니다 (70분),룸즈에이 강남점,http://roomsa.co.kr/upload_file/thema/maintheme(20).jpg,판타지,-,"자네, 내 친구들이여. 오늘 밤 궁전으로 찾아와주게."
집떡 묘선생 (60분),룸즈에이 강남점,http://roomsa.co.kr/upload_file/thema/maintheme(20).jpg,동화,-,"* 난이도 (3.5) 입니다. 동물나라에서 당근 떡을 제일 잘 만드는, 집떡 묘선생!"
테마 팩토리 (70분),룸즈에이 강남점,http://roomsa.co.kr/upload_file/thema/maintheme(20).jpg,문제해결/AI,-,강남점에 설치된 아스무어에 문제가 다수 발견되고 있습니다. 조속히 확인 바랍니다. * 테마 내 보너스 문제 해결 시 작은 기념품을 드립니다. (팀당 지급)
Secret Agent,룸즈에이 대학로점,http://roomsa.co.kr/upload_file/thema/%ED%82%B9%EC%8A%A4%EB%A7%A8.jpg, 잠입/수사,-,"카디프에 위치해 있는 비밀안가. 양복점으로 운영 중이던 이곳이 적대 세력에 의해 공격 당하고 이곳을 관리하던 관리인 Merlin은 혼수 상태에 빠져버린다. 이 곳 어딘가에 일급 기밀 CD를 보관하는 장소가 있지만, 유일하게 비밀장소를 알고 있던 Merlin이 의식이 없기 때문에 요원들을 파견 하게 되는데... 일급 문서가 있는 CD를 찾아 사수하라!"
안개꽃,룸즈에이 대학로점,http://roomsa.co.kr/upload_file/thema/%ED%82%B9%EC%8A%A4%EB%A7%A8.jpg,감성/로맨스,-,"화가인 그가 내게서 떠나간지 어느덧 한 달, 나는 여전히 그와의 시간 속에 머물러 있다. 그리움과 원망을 가득 안고 골목길을 걷던 어느 날, 밤공기를 들이마시며 한 걸음씩 내딛던 나는 작은 골목길과는 어울리지 않는 전시관을 보게 되었다. 처음 보는 전시관이었지만 어디선가 그의 향기가 흘러나오는 듯 했고, 그 추억 속의 향기에 이끌려 전시회장 안으로 들어서게 되었다."
낭랑카페,룸즈에이 대학로점,http://roomsa.co.kr/upload_file/thema/%ED%82%B9%EC%8A%A4%EB%A7%A8.jpg,힐링/판타지,-,"낭랑 카페는 오랫동안 존재해 왔습니다. 즐거운 방랑 이라는 뜻을 가진 낭랑 카페는 여러분이 아주 깊은 고민을 하며 걷거나 사색에 잠겨 걷거나 그것도 아니라면 정말 아무런 생각없이 멍하니 걸을 때 여러분 앞에 나타납니다. 믿거나 말거나 나폴레옹이나 베토벤도 저희 낭랑 카페를 방문한 적이 있습니다. 그들이 어떤 고민을 안고 낭랑 카페의 문을 열었을지는 아무도 모르는 일입니다. 낭랑카페에는 종업원이 없습니다. 하지만 여러분은 종업원이 없이도 최고의 음료수를 맛볼 수 있죠. 자, 이 수수께끼로 가득한 낭랑카페를 이용해 보시겠어요? 아니면 그냥 지나치시겠습니까?"
행방불냥,룸즈에이 대학로점,http://roomsa.co.kr/upload_file/thema/%ED%82%B9%EC%8A%A4%EB%A7%A8.jpg,고양이/큐트,-,고양이 돌보미 동아리 ‘캣홀릭’의 일원으로서의 첫 의뢰를 받은 나. 의뢰인의 집안 곳곳에는 집주인이 고양이를 얼마나 좋아하는지 알 수 있는 물건들이 보인다. 한참을 고양이와 관련된 물건을 살펴보던 중 느낀 뭔가 이상한 점. 이 집에 정작 돌볼 고양이가 보이지 않는다. 고양이 돌보미 최대의 위기! 내가 돌봐야할 고양이가 사라졌다!!
Gain Time,룸즈에이 대학로점,http://roomsa.co.kr/upload_file/thema/%ED%82%B9%EC%8A%A4%EB%A7%A8.jpg,문제해결/공상,-,"가까운 미래, 인류는 사람들에게 남은 시간을 생체에너지로 바꾸어 운반하는 연구에 큰 성과를 내기 시작한다. 실험이 성공한다면 부자들은 영원히 죽지 않을 지도 모르는 일. 이 곳 시간 연구소는 큰 기대를 품고 연구의 마지막 단계에 와 있다. 그리고 마지막 실험체가 될지 모르는 나는 실험을 앞두고 내게 남은 대부분의 생체 시간을 빼앗겨 버렸다. 나에게는 꼭 살아 나가야 하는 이유가 있다. 이 곳에서 이렇게 죽을 수는 없다."
띵가띵가,룸즈에이 안양범계점,http://roomsa.co.kr/upload_file/thema/maintheme(24).jpg,큐트/코믹,-,나는 맨날 빵점이다. 공부는 정말 실다.
뽀득뽀득,룸즈에이 안양범계점,http://roomsa.co.kr/upload_file/thema/maintheme(24).jpg,큐트/목욕,-,우리 아빠는 술만 마시면 맨날 목욕탕에 가자고 한다. 목욕은 정말 실다.
커밍순,룸즈에이 안양범계점,http://roomsa.co.kr/upload_file/thema/maintheme(24).jpg,스토리,-,당신에게도 이루고 싶은 꿈이 있나요?
뽀득뽀득,룸즈에이 일산 웨스턴돔점,http://roomsa.co.kr/upload_file/thema/maintheme(7).jpg,큐트/목욕,-,우리 아빠는 술만 마시면 맨날 목욕탕에 가자고 한다. 목욕은 정말 실다.
반짝반짝,룸즈에이 일산 웨스턴돔점,http://roomsa.co.kr/upload_file/thema/maintheme(7).jpg,잠입/탈취,-,반짝거리는 물건을 터는 대도. 오늘은 어떤 물건을 훔쳐볼까?
Secret Agent,룸즈에이 일산 웨스턴돔점,http://roomsa.co.kr/upload_file/thema/maintheme(7).jpg,잠입/수사,-,"카디프에 위치해 있는 비밀안가. 양복점으로 운영 중이던 이곳이 적대 세력에 의해 공격 당하고 이곳을 관리하던 관리인 Merlin은 혼수 상태에 빠져버린다. 이 곳 어딘가에 일급 기밀 CD를 보관하는 장소가 있지만, 유일하게 비밀장소를 알고 있던 Merlin이 의식이 없기 때문에 요원들을 파견 하게 되는데... 일급 문서가 있는 CD를 찾아 사수하라!"
이상한 돈가스,룸즈에이 일산 웨스턴돔점,http://roomsa.co.kr/upload_file/thema/maintheme(7).jpg,큐트/코믹,-,포도알 스티커를 다 모으면 엄마가 맛있는 돈가스를 사준대!
타임키퍼,룸즈에이 일산 웨스턴돔점,http://roomsa.co.kr/upload_file/thema/maintheme(7).jpg,시간/판타지,-,나에게는 세상의 시간을 관리해야 하는 중요한 임무가 있다.
행방불냥,룸즈에이 일산 라페스타점,http://roomsa.co.kr/upload_file/thema/%ED%96%89%EB%B0%A9%EB%B6%88%EB%83%A5.jpg, 고양이/큐트,-,고양이 돌보미 동아리 ‘캣홀릭’의 일원으로서의 첫 의뢰를 받은 나. 의뢰인의 집안 곳곳에는 집주인이 고양이를 얼마나 좋아하는지 알 수 있는 물건들이 보인다. 한참을 고양이와 관련된 물건을 살펴보던 중 느낀 뭔가 이상한 점. 이 집에 정작 돌볼 고양이가 보이지 않는다. 고양이 돌보미 최대의 위기! 내가 돌봐야할 고양이가 사라졌다!!
낭랑카페,룸즈에이 일산 라페스타점,http://roomsa.co.kr/upload_file/thema/%ED%96%89%EB%B0%A9%EB%B6%88%EB%83%A5.jpg,힐링/판타지,-,"낭랑 카페는 오랫동안 존재해 왔습니다. 즐거운 방랑 이라는 뜻을 가진 낭랑 카페는 여러분이 아주 깊은 고민을 하며 걷거나 사색에 잠겨 걷거나 그것도 아니라면 정말 아무런 생각없이 멍하니 걸을 때 여러분 앞에 나타납니다. 믿거나 말거나 나폴레옹이나 베토벤도 저희 낭랑 카페를 방문한 적이 있습니다. 그들이 어떤 고민을 안고 낭랑 카페의 문을 열었을지는 아무도 모르는 일입니다. 낭랑카페에는 종업원이 없습니다. 하지만 여러분은 종업원이 없이도 최고의 음료수를 맛볼 수 있죠. 자, 이 수수께끼로 가득한 낭랑카페를 이용해 보시겠어요? 아니면 그냥 지나치시겠습니까?"
히어로 아카데미,룸즈에이 일산 라페스타점,http://roomsa.co.kr/upload_file/thema/%ED%96%89%EB%B0%A9%EB%B6%88%EB%83%A5.jpg,히어로/아케이드,-,"어릴 적부터 나는 영화에서 나오는 슈퍼맨, 배트맨, 스파이더맨과 같은 영웅들이 어디엔가는 존재한다고 믿고, 그들을 동경해왔다. 나이가 들어서도 히어로를 꿈꾸는 나를 주변에서는 비웃었지만, 진정한 히어로는 그런 것 따위는 가볍게 무시할 수 있는 것이다. 그래서 나는 결심했다. 진짜 히어로가 되어 보이겠다고. 나는 히어로 아카데미를 졸업하고 히어로가 될 수 있을까?"
안개꽃,룸즈에이 일산 라페스타점,http://roomsa.co.kr/upload_file/thema/%ED%96%89%EB%B0%A9%EB%B6%88%EB%83%A5.jpg,감성/로맨스,-,"화가인 그가 내게서 떠나간지 어느덧 한 달, 나는 여전히 그와의 시간 속에 머물러 있다. 그리움과 원망을 가득 안고 골목길을 걷던 어느 날, 밤공기를 들이마시며 한 걸음씩 내딛던 나는 작은 골목길과는 어울리지 않는 전시관을 보게 되었다. 처음 보는 전시관이었지만 어디선가 그의 향기가 흘러나오는 듯 했고, 그 추억 속의 향기에 이끌려 전시회장 안으로 들어서게 되었다."
이상한 돈가스,룸즈에이 의정부점,http://roomsa.co.kr/upload_file/thema/maintheme(18).jpg,큐트/코믹,-,포도알 스티커를 다 모으면 엄마가 맛있는 돈가스를 사준대!
뽀득뽀득,룸즈에이 의정부점,http://roomsa.co.kr/upload_file/thema/maintheme(18).jpg,큐트/목욕,-,우리 아빠는 술만 마시면 맨날 목욕탕에 가자고 한다. 목욕은 정말 실다.
반짝반짝,룸즈에이 의정부점,http://roomsa.co.kr/upload_file/thema/maintheme(18).jpg,잠입/탈취,-,반짝거리는 물건을 터는 대도. 오늘은 어떤 물건을 훔쳐볼까?
낭랑카페,룸즈에이 의정부점,http://roomsa.co.kr/upload_file/thema/maintheme(18).jpg,힐링/판타지,-,"낭랑 카페는 오랫동안 존재해 왔습니다. 즐거운 방랑 이라는 뜻을 가진 낭랑 카페는 여러분이 아주 깊은 고민을 하며 걷거나 사색에 잠겨 걷거나 그것도 아니라면 정말 아무런 생각없이 멍하니 걸을 때 여러분 앞에 나타납니다. 믿거나 말거나 나폴레옹이나 베토벤도 저희 낭랑 카페를 방문한 적이 있습니다. 그들이 어떤 고민을 안고 낭랑 카페의 문을 열었을지는 아무도 모르는 일입니다. 낭랑카페에는 종업원이 없습니다. 하지만 여러분은 종업원이 없이도 최고의 음료수를 맛볼 수 있죠. 자, 이 수수께끼로 가득한 낭랑카페를 이용해 보시겠어요? 아니면 그냥 지나치시겠습니까?"
타임키퍼,룸즈에이 의정부점,http://roomsa.co.kr/upload_file/thema/maintheme(18).jpg,시간/판타지,-,나에게는 세상의 시간을 관리해야 하는 중요한 임무가 있다.
Secret Agent,룸즈에이 의정부점,http://roomsa.co.kr/upload_file/thema/maintheme(18).jpg,잠입/수사 ,3~,"카디프에 위치해 있는 비밀안가. 양복점으로 운영 중이던 이곳이 적대 세력에 의해 공격 당하고 이곳을 관리하던 관리인 Merlin은 혼수 상태에 빠져버린다. 이 곳 어딘가에 일급 기밀 CD를 보관하는 장소가 있지만, 유일하게 비밀장소를 알고 있던 Merlin이 의식이 없기 때문에 요원들을 파견 하게 되는데... 일급 문서가 있는 CD를 찾아 사수하라!"
안개꽃,룸즈에이 의정부점,http://roomsa.co.kr/upload_file/thema/maintheme(18).jpg,감성/로맨스,-,"화가인 그가 내게서 떠나간지 어느덧 한 달, 나는 여전히 그와의 시간 속에 머물러 있다. 그리움과 원망을 가득 안고 골목길을 걷던 어느 날, 밤공기를 들이마시며 한 걸음씩 내딛던 나는 작은 골목길과는 어울리지 않는 전시관을 보게 되었다. 처음 보는 전시관이었지만 어디선가 그의 향기가 흘러나오는 듯 했고, 그 추억 속의 향기에 이끌려 전시회장 안으로 들어서게 되었다."
필활 (70분),룸즈에이 수원역점,http://roomsa.co.kr/upload_file/thema/maintheme(2).jpg,역사/잠입,-,"19세기 조선, 팔도에서 최고로 손꼽히는 민간 해결사로 유명했던 당신. 어느 날, 날벼락같이 들이닥친 포졸들에게 잡혀 궁 내의 감옥에 갇히게 된다. 무슨 죄로 잡혀온 지도 모르는 당신에게 한 통의 서신이 도착한다."
띵가띵가,룸즈에이 수원역점,http://roomsa.co.kr/upload_file/thema/maintheme(2).jpg,큐트/코믹,-,나는 맨날 빵점이다. 공부는 정말 실다.
우당탕탕,룸즈에이 수원역점,http://roomsa.co.kr/upload_file/thema/maintheme(2).jpg,큐트/으스스,-,얌전히 있는 것은 너무 어려따.
전지적 작가 시점,룸즈에이 수원역점,http://roomsa.co.kr/upload_file/thema/maintheme(2).jpg, 스토리/로맨스,-,??? : 작가님 ~ 마감이 코앞인데... 아직인가요? 큰.일.났.다.
Hotel California,룸즈에이 수원역2호점,http://roomsa.co.kr/upload_file/thema/maintheme(29).jpg,스릴러/보물찾기,-,"(*타임어택 구간이 존재하며, 두 타임 연속 예약 시 할인 적용됩니다.) 1976년 미국에서만 1,700만 장 이상, 세계적으로는 3,500만 장 이상의 판매량을 기록한 엄청난 히트곡 <호텔 캘리포니아> 이 곡에 대한 해석은 여러 가지지만, 나는 아무도 생각하지 못한 비밀을 품고 있을 거라는 하나의 가설로 접근한다. 이건 무언가를 가리키는 하나의 암호문일 거라고."
귀빈 (손님 대접),룸즈에이 수원역2호점,http://roomsa.co.kr/upload_file/thema/maintheme(29).jpg,설화/괴담,-,"깊은 산속, 길을 헤매다 어느 초가집에 발길이 닿은 선비는 하룻밤 신세를 지기로 하는데.."
슬기로운 지구생활 (70분),룸즈에이 수원역2호점,http://roomsa.co.kr/upload_file/thema/maintheme(29).jpg,미션/특수절도,-,훔치는 거 아닙니다. 대의를 위해 빌리는 겁니다. *치마 착용 시 이동 중 일부 불편한 구간이 있습니다.
평화로운 에이마트 (70분),룸즈에이 수원역2호점,http://roomsa.co.kr/upload_file/thema/maintheme(29).jpg,미션/활동성,-,오늘도 평화로운 에이마트. 정신없이 바쁜 하루를 잘 보낼 수 있을까?
뜻밖의 여행,룸즈에이 대전둔산점,http://roomsa.co.kr/upload_file/thema/maintheme(6).jpg,여행,-,"누구나 살면서 이루고 싶은 버킷리스트에 여행이 빠지지 않는다. 아버지와의 관계가 소원해지기 전부터, 나 역시 세계 여행을 꿈꾸고 있었다. 그런데, 내가 꾸던 여행의 꿈이 이렇게 갑자기 시작될 줄은 몰랐다."
신의여인들,룸즈에이 대전둔산점,http://roomsa.co.kr/upload_file/thema/maintheme(4).jpg,스토리,-,폴란드의 한 수녀원에서 일어난 한 사건. 수녀의 방을 수색하러 들어간 조사원들은 감춰진 수녀원의 비밀에 대해서 알게 되는데..
Secret Agent,룸즈에이 대전둔산점,http://roomsa.co.kr/upload_file/thema/%ED%82%B9%EC%8A%A4%EB%A7%A8.jpg,?잠입/수사,-,"카디프에 위치해 있는 비밀안가. 양복점으로 운영 중이던 이곳이 적대 세력에 의해 공격 당하고 이곳을 관리하던 관리인 Merlin은 혼수 상태에 빠져버린다. 이 곳 어딘가에 일급 기밀 CD를 보관하는 장소가 있지만, 유일하게 비밀장소를 알고 있던 Merlin이 의식이 없기 때문에 요원들을 파견 하게 되는데... 일급 문서가 있는 CD를 찾아 사수하라!"
좀비바이러스,룸즈에이 대전둔산점,http://roomsa.co.kr/upload_file/thema/maintheme(11).jpg,좀비/미션,-,"눈으로 들어오는 빛의 양이 줄어든다. 내가 어두운 곳으로 들어온 것인지, 내 눈이 빛의 반응에 느려진 것인지 알 수 없다. 움직임이 매끄럽지 않다. 머릿속은 절망감과 두려움은 점점 사라져가고 근원을 알 수 없는 허기만이 채워져 가고 있다. 안 돼!! 한 시간 안에 백신을 찾아야해. 그렇지 않으면 이대로..."
고스트 프로토콜,룸즈에이 대전둔산점,http://roomsa.co.kr/upload_file/thema/maintheme(12).jpg,잠입/미션,-,"------------------------긴급 지령---------------------- 북파 공작원 K! 미국 특수 요원 M과 접선 후 풍계리 핵 실험장 내에 설치된 한국, 미국, 일본을 겨냥한 핵탄두 미사일 해체 및 풍계리 실험장을 파괴 하라. ------------------------------------------------------- 북한의 체제는 완전히 붕괴되었다.. 그들의 마지막 남은 핵!! 어떠한 협상도 없다. 남은 건 풍계리 핵 실험장 완전 파괴. 여느 스릴러 못지않은 속도감 있는 전개. 심장을 쪼이는 긴박함. 한 시간 안에 폭탄을 설치하고 탈출 하라!"
히어로 아카데미,룸즈에이 대전은행점,http://roomsa.co.kr/upload_file/thema/%ED%9E%88%EC%96%B4%EB%A1%9C.jpg,히어로/아케이드,-,"어릴 적부터 나는 영화에서 나오는 슈퍼맨, 배트맨, 스파이더맨과 같은 영웅들이 어디엔가는 존재한다고 믿고, 그들을 동경해왔다. 나이가 들어서도 히어로를 꿈꾸는 나를 주변에서는 비웃었지만, 진정한 히어로는 그런 것 따위는 가볍게 무시할 수 있는 것이다. 그래서 나는 결심했다. 진짜 히어로가 되어 보이겠다고. 나는 히어로 아카데미를 졸업하고 히어로가 될 수 있을까?"
낭랑카페,룸즈에이 대전은행점,http://roomsa.co.kr/upload_file/thema/%ED%9E%88%EC%96%B4%EB%A1%9C.jpg,힐링/판타지,-,"낭랑 카페는 오랫동안 존재해 왔습니다. 즐거운 방랑 이라는 뜻을 가진 낭랑 카페는 여러분이 아주 깊은 고민을 하며 걷거나 사색에 잠겨 걷거나 그것도 아니라면 정말 아무런 생각없이 멍하니 걸을 때 여러분 앞에 나타납니다. 믿거나 말거나 나폴레옹이나 베토벤도 저희 낭랑 카페를 방문한 적이 있습니다. 그들이 어떤 고민을 안고 낭랑 카페의 문을 열었을지는 아무도 모르는 일입니다. 낭랑카페에는 종업원이 없습니다. 하지만 여러분은 종업원이 없이도 최고의 음료수를 맛볼 수 있죠. 자, 이 수수께끼로 가득한 낭랑카페를 이용해 보시겠어요? 아니면 그냥 지나치시겠습니까?"
안개꽃,룸즈에이 대전은행점,http://roomsa.co.kr/upload_file/thema/%ED%9E%88%EC%96%B4%EB%A1%9C.jpg,감성/로맨스,-,"화가인 그가 내게서 떠나간지 어느덧 한 달, 나는 여전히 그와의 시간 속에 머물러 있다. 그리움과 원망을 가득 안고 골목길을 걷던 어느 날, 밤공기를 들이마시며 한 걸음씩 내딛던 나는 작은 골목길과는 어울리지 않는 전시관을 보게 되었다. 처음 보는 전시관이었지만 어디선가 그의 향기가 흘러나오는 듯 했고, 그 추억 속의 향기에 이끌려 전시회장 안으로 들어서게 되었다."
기억술사,룸즈에이 대전은행점,http://roomsa.co.kr/upload_file/thema/%ED%9E%88%EC%96%B4%EB%A1%9C.jpg,판타지/감성,-,"도시전설의 하나로 알려진 기억술사. 사람들이 가진 나쁜 기억을 지워준다는 기억술사는 생김새, 만날 수 있는 장소, 기억을 지우는 방법에 대해 정확히 알려진 것 없이 소문만 무성하다. 누구나 만나고 싶어하지만 쉽게 찾을 수 없는 그, 혹은 그녀의 정체는 무엇일까?"
제인하우스,룸즈에이 부산남포점,http://roomsa.co.kr/upload_file/thema/%EC%A0%9C%EC%9D%B8%ED%95%98%EC%9A%B0%EC%8A%A4.jpg,공포,-,"구인 전단지를 통해 어떤 예술가의 집을 관리하게 되었다. 수제 인형을 제작하는 꽤 유명한 사람인데, 어린 딸의 죽음을 겪어서인지 어딘가 어두운 분위기가 있다. 사건은 주인이 집을 비운 사이에 일어났다. 주인은 자기가 없는 동안은 외출을 하거나 퇴근하라고 했지만 귀찮았던 나는 그 말을 듣지 않았고, 그의 집에서 시간을 보내다 퇴근 시간이 되어 집을 나가려 하니 문이 열리지 않는다. 평소에는 신경쓰지 않았던 인형이 날 바라보고 있는 것만 같다."
안개꽃,룸즈에이 부산남포점,http://roomsa.co.kr/upload_file/thema/%EC%A0%9C%EC%9D%B8%ED%95%98%EC%9A%B0%EC%8A%A4.jpg,?감성/로맨스,-,"화가인 그가 내게서 떠나간지 어느덧 한 달, 나는 여전히 그와의 시간 속에 머물러 있다. 그리움과 원망을 가득 안고 골목길을 걷던 어느 날, 밤공기를 들이마시며 한 걸음씩 내딛던 나는 작은 골목길과는 어울리지 않는 전시관을 보게 되었다. 처음 보는 전시관이었지만 어디선가 그의 향기가 흘러나오는 듯 했고, 그 추억 속의 향기에 이끌려 전시회장 안으로 들어서게 되었다."
행방불냥,룸즈에이 부산남포점,http://roomsa.co.kr/upload_file/thema/%EC%A0%9C%EC%9D%B8%ED%95%98%EC%9A%B0%EC%8A%A4.jpg,고양이/큐트,-,고양이 돌보미 동아리 ‘캣홀릭’의 일원으로서의 첫 의뢰를 받은 나. 의뢰인의 집안 곳곳에는 집주인이 고양이를 얼마나 좋아하는지 알 수 있는 물건들이 보인다. 한참을 고양이와 관련된 물건을 살펴보던 중 느낀 뭔가 이상한 점. 이 집에 정작 돌볼 고양이가 보이지 않는다. 고양이 돌보미 최대의 위기! 내가 돌봐야할 고양이가 사라졌다!!
Secret Agent,룸즈에이 부산남포점,http://roomsa.co.kr/upload_file/thema/%EC%A0%9C%EC%9D%B8%ED%95%98%EC%9A%B0%EC%8A%A4.jpg,잠입/수사,-,"카디프에 위치해 있는 비밀안가. 양복점으로 운영 중이던 이곳이 적대 세력에 의해 공격 당하고 이곳을 관리하던 관리인 Merlin은 혼수 상태에 빠져버린다. 이 곳 어딘가에 일급 기밀 CD를 보관하는 장소가 있지만, 유일하게 비밀장소를 알고 있던 Merlin이 의식이 없기 때문에 요원들을 파견 하게 되는데... 일급 문서가 있는 CD를 찾아 사수하라!"
낭랑카페,룸즈에이 부산남포점,http://roomsa.co.kr/upload_file/thema/%EC%A0%9C%EC%9D%B8%ED%95%98%EC%9A%B0%EC%8A%A4.jpg,힐링/판타지,-,"낭랑 카페는 오랫동안 존재해 왔습니다. 즐거운 방랑 이라는 뜻을 가진 낭랑 카페는 여러분이 아주 깊은 고민을 하며 걷거나 사색에 잠겨 걷거나 그것도 아니라면 정말 아무런 생각없이 멍하니 걸을 때 여러분 앞에 나타납니다. 믿거나 말거나 나폴레옹이나 베토벤도 저희 낭랑 카페를 방문한 적이 있습니다. 그들이 어떤 고민을 안고 낭랑 카페의 문을 열었을지는 아무도 모르는 일입니다. 낭랑카페에는 종업원이 없습니다. 하지만 여러분은 종업원이 없이도 최고의 음료수를 맛볼 수 있죠. 자, 이 수수께끼로 가득한 낭랑카페를 이용해 보시겠어요? 아니면 그냥 지나치시겠습니까?"
초콜릿 팩토리,룸즈에이 부산남포점,http://roomsa.co.kr/upload_file/thema/%EC%A0%9C%EC%9D%B8%ED%95%98%EC%9A%B0%EC%8A%A4.jpg,환상/판타지,-,"초콜릿 폭포가 흐르고 있다는 환상적인 숲이 있는 초콜릿 공장, 그 곳에는 공장장 윌리왕카가 있다. 자신만의 레시피가 직원들로 인해 유출된다는 사실을 알고, 공장문과 그의 마음까지..모두 닫아버린지 어느덧 50년이 흘렀다. 하지만 오늘! 빅뉴스가 터졌다. 윌리왕카가 전 세계에 단 5개만의 골든티켓을 왕카바에 숨겨 골든티켓을 찾은 사람에게 초콜릿공장을 견학시켜 주겠다는 속보이다! 환상적인 초콜릿공장! 그 곳으로 가기위해선 골든티켓이 필요하다. 하지만 가난한 나는 왕카바 한 개 조차 구하기 어렵다.."
프레임 하이커,룸즈에이 부산서면점,http://roomsa.co.kr/upload_file/thema/%ED%94%84%EB%A0%88%EC%9E%84%ED%95%98%EC%9D%B4%EC%BB%A4.jpg,판타지/꿈,-,"소파에 앉아 세계 곳곳의 사진이 담긴 액자를 감상하는 취미를 가진 나는 벽난로에서 타는 불을 바라보고 있다가 깜박 잠이 들곤 했다. 그렇게 잠이 들면 방에 걸린 수많은 액자들과 관련된 기묘한 꿈을 꾸었다. 여느 때와 다름없이 잠에 든 나는 문득, 이것이 정말 꿈인지 아닌지 혼동되기 시작했다."
퍼펙트 플랜,룸즈에이 부산서면점,http://roomsa.co.kr/upload_file/thema/%ED%94%84%EB%A0%88%EC%9E%84%ED%95%98%EC%9D%B4%EC%BB%A4.jpg,잠입/해킹,-,"계획은 완벽했다. 익명의 의뢰에 따라 몇 개월간 시가지의 은행의 한 VIP 금고하나를 털 계획을 꾸며냈다. 그런데 범행을 얼마 앞두지 않은 어느 날, 갑작스런 의뢰인의 명령으로 팀에서 빠지게 되었다. 나는 그들의 계획을 가로채 성공적으로 이 일을 끝내고 손을 터는 것으로 복수를 하기로 했다."
너와 나의 이야기,룸즈에이 부산서면점,http://roomsa.co.kr/upload_file/thema/%ED%94%84%EB%A0%88%EC%9E%84%ED%95%98%EC%9D%B4%EC%BB%A4.jpg,감성/스토리,-,"너와 처음 만난 건, 달과 가장 가까운 골목길이었다. 박스 안에서 힘겹게 울음소리를 내던 네 모습을 아직 나는 기억한다. 이것은 너와의 처음부터 마지막까지를 다룬, 10년 동안의 이야기이다."
아직 버리지못한 지갑,룸즈에이 부산서면점,http://roomsa.co.kr/upload_file/thema/%ED%94%84%EB%A0%88%EC%9E%84%ED%95%98%EC%9D%B4%EC%BB%A4.jpg,?감성/스토리,-,"내가 독립해서 산 후로, 이사하신 부모님의 집에 한번도 찾아가보지 못했다. 부모님의 갑작스러운 호출을 받고 주소를 찾아가 보았더니 잠깐 외출하셨는지 부모님은 계시지 않는다. 부모님이 돌아오실 때까지 추억이 담긴 부모님의 살림살이들을 하나씩 구경해보는데.."
히어로 아카데미,룸즈에이 부산서면점,http://roomsa.co.kr/upload_file/thema/%ED%94%84%EB%A0%88%EC%9E%84%ED%95%98%EC%9D%B4%EC%BB%A4.jpg,?히어로/아케이드,-,"어릴 적부터 나는 영화에서 나오는 슈퍼맨, 배트맨, 스파이더맨과 같은 영웅들이 어디엔가는 존재한다고 믿고, 그들을 동경해왔다. 나이가 들어서도 히어로를 꿈꾸는 나를 주변에서는 비웃었지만, 진정한 히어로는 그런 것 따위는 가볍게 무시할 수 있는 것이다. 그래서 나는 결심했다. 진짜 히어로가 되어 보이겠다고. 나는 히어로 아카데미를 졸업하고 히어로가 될 수 있을까?"
